Frame,Tag,cX,cY
2317,7,1169.2298583984375,617.0242919921875
2317,13,1152.8529052734375,117.87544250488281
2320,7,1172.355224609375,618.3383178710938
2329,7,1159.947265625,634.17333984375
2333,7,1161.6917724609375,645.169677734375
2334,7,1161.6802978515625,648.7470703125
2336,7,1162.234130859375,652.8732299804688
2337,7,1162.6220703125,658.4209594726562
2339,7,1162.970703125,663.4835205078125
2339,12,590.9381103515625,107.85467529296875
2340,12,591.1437377929688,107.93276977539062
2341,12,593.3065185546875,109.53565216064453
2343,7,1157.42919921875,665.443115234375
2344,7,1156.615234375,668.1854248046875
2344,12,603.3232421875,114.8956298828125
2345,12,604.444091796875,116.70550537109375
2346,12,605.6286010742188,117.49961853027344
2348,12,607.856689453125,118.36163330078125
2349,7,1139.494140625,679.4759521484375
2349,12,612.3463134765625,113.39787292480469
2350,7,1140.0399169921875,682.2521362304688
2350,12,618.2523193359375,112.64076232910156
2351,7,1142.343017578125,687.6209716796875
2351,12,619.3463745117188,112.58354187011719
2354,12,630.6864624023438,117.17823791503906
2356,7,1140.939453125,693.8121337890625
2357,12,637.847900390625,120.56370544433594
2358,12,638.1392822265625,121.23135375976562
2360,7,1139.962646484375,693.9404296875
2361,7,1140.009033203125,692.6702270507812
2361,13,1153.0455322265625,117.49311828613281
2362,12,671.99462890625,126.0549087524414
2362,13,1153.1046142578125,117.78219604492188
2363,7,1140.6947021484375,690.4713745117188
2364,12,679.9442138671875,125.47579956054688
2365,17,1409.0,992.0
2366,7,1132.5830078125,692.947998046875
2366,12,691.7130126953125,126.30659484863281
2367,17,1408.0,993.0
2368,7,1125.53564453125,690.8928833007812
2368,12,706.2221069335938,122.9011459350586
2369,12,708.5388793945312,121.57144165039062
2370,13,1153.103515625,117.43647003173828
2371,12,710.9727783203125,123.28544616699219
2371,13,1153.103515625,117.43647003173828
2372,12,712.3671264648438,123.27848815917969
2372,13,1152.7257080078125,117.47377014160156
2373,13,1152.7257080078125,117.47377014160156
2374,12,720.4342041015625,126.33056640625
2374,13,1152.72314453125,117.32868957519531
2375,13,1152.72314453125,117.32868957519531
2376,13,1152.72314453125,117.32868957519531
2377,12,732.7476806640625,130.72438049316406
2378,12,741.8656005859375,130.38693237304688
2379,12,743.8414306640625,129.5517578125
2380,7,1100.05126953125,690.3397216796875
2380,12,746.281005859375,130.6204833984375
2387,7,1103.5760498046875,695.1279296875
2390,7,1104.663330078125,700.23583984375
2391,12,793.017578125,151.80941772460938
2394,12,808.4844970703125,154.92724609375
2397,7,1101.0,703.5
2398,7,1103.484375,703.7418212890625
2399,44,1100.53662109375,700.7122802734375
